级别编码,级别名称,分类编号,分类名称,厚度,长度,宽度,吨位差
00300421,河北南玻超白汽车级,003,超白,19,3300,2800,0.2
00300420,河北南玻超白汽车级,003,超白,19,3300,2600,0
00300419,河北南玻超白汽车级,003,超白,19,3300,2440,0.2
00300418,河北南玻超白汽车级,003,超白,19,3200,2800,0
00300417,河北南玻超白汽车级,003,超白,15,6000,3300,0
00300416,河北南玻超白汽车级,003,超白,15,5000,3300,0
00300415,河北南玻超白汽车级,003,超白,15,4580,3300,0
00300414,河北南玻超白汽车级,003,超白,15,4280,956,0
00300413,河北南玻超白汽车级,003,超白,15,4110,1056,0
00300412,河北南玻超白汽车级,003,超白,15,4110,1026,0
00300411,河北南玻超白汽车级,003,超白,15,4000,3300,0
00300410,河北南玻超白汽车级,003,超白,15,3660,3300,0
00300409,河北南玻超白汽车级,003,超白,15,3660,2800,0.2
00300408,河北南玻超白汽车级,003,超白,15,3660,2740,0
00300407,河北南玻超白汽车级,003,超白,15,3660,2728,0.2
00300406,河北南玻超白汽车级,003,超白,15,3660,2600,0.2
00300405,河北南玻超白汽车级,003,超白,15,3660,2440,0.2
00300404,河北南玻超白汽车级,003,超白,15,3660,2140,0.2
00300403,河北南玻超白汽车级,003,超白,15,3300,2800,0.2
00300402,河北南玻超白汽车级,003,超白,15,3300,2440,0.2
00300401,河北南玻超白汽车级,003,超白,15,3300,2250,0.2
00300400,河北南玻超白汽车级,003,超白,15,3050,3300,0
00300399,河北南玻超白汽车级,003,超白,12,4880,3300,0
00300398,河北南玻超白汽车级,003,超白,12,4700,3300,0
00300397,河北南玻超白汽车级,003,超白,12,4580,3300,0
00300396,河北南玻超白汽车级,003,超白,12,4550,3300,0
00300395,河北南玻超白汽车级,003,超白,12,4500,3300,0
00300394,河北南玻超白汽车级,003,超白,12,4000,3300,0
00300393,河北南玻超白汽车级,003,超白,12,3800,2440,0.2
00300392,河北南玻超白汽车级,003,超白,12,3660,3050,0.2
00300391,河北南玻超白汽车级,003,超白,12,3660,2800,0.2
00300390,河北南玻超白汽车级,003,超白,12,3660,2740,0.2
00300389,河北南玻超白汽车级,003,超白,12,3660,2600,0.2
00300388,河北南玻超白汽车级,003,超白,12,3660,2440,0.2
00300387,河北南玻超白汽车级,003,超白,12,3660,2140,0.2
00300386,河北南玻超白汽车级,003,超白,12,3660,2050,0
00300385,河北南玻超白汽车级,003,超白,12,3660,1950,0.2
00300384,河北南玻超白汽车级,003,超白,12,3500,2050,0.2
00300383,河北南玻超白汽车级,003,超白,12,3300,3100,0
00300382,河北南玻超白汽车级,003,超白,12,3300,3050,0
00300381,河北南玻超白汽车级,003,超白,12,3300,2900,0
00300380,河北南玻超白汽车级,003,超白,12,3300,2810,0.2
00300379,河北南玻超白汽车级,003,超白,12,3300,2800,0.2
00300378,河北南玻超白汽车级,003,超白,12,3300,2740,0.2
00300377,河北南玻超白汽车级,003,超白,12,3300,2600,0.2
00300376,河北南玻超白汽车级,003,超白,12,3300,2440,0.2
00300375,河北南玻超白汽车级,003,超白,12,3300,2180,0.2
00300374,河北南玻超白汽车级,003,超白,12,3300,2140,0
00300373,河北南玻超白汽车级,003,超白,12,3300,2050,0
00300372,河北南玻超白汽车级,003,超白,12,3300,2040,0
00300371,河北南玻超白汽车级,003,超白,12,3300,1950,0.2
00300370,河北南玻超白汽车级,003,超白,12,3300,1910,0.2
00300369,河北南玻超白汽车级,003,超白,12,3050,2740,0
00300368,河北南玻超白汽车级,003,超白,12,3050,2440,0.2
00300367,河北南玻超白汽车级,003,超白,12,3050,2140,0.2
00300366,河北南玻超白汽车级,003,超白,10,5000,3300,0
00300365,河北南玻超白汽车级,003,超白,10,4880,3300,0
00300364,河北南玻超白汽车级,003,超白,10,4580,3300,0
00300363,河北南玻超白汽车级,003,超白,10,4580,3200,0
00300362,河北南玻超白汽车级,003,超白,10,4300,3050,0
00300361,河北南玻超白汽车级,003,超白,10,4280,3300,0
00300360,河北南玻超白汽车级,003,超白,10,4000,3300,0
00300359,河北南玻超白汽车级,003,超白,10,3750,3050,0
00300358,河北南玻超白汽车级,003,超白,10,3660,3300,0
00300357,河北南玻超白汽车级,003,超白,10,3660,3050,0
00300356,河北南玻超白汽车级,003,超白,10,3660,3000,0
00300355,河北南玻超白汽车级,003,超白,10,3660,2800,0.2
00300354,河北南玻超白汽车级,003,超白,10,3660,2740,0
00300353,河北南玻超白汽车级,003,超白,10,3660,2600,0.2
00300352,河北南玻超白汽车级,003,超白,10,3660,2560,0.2
00300351,河北南玻超白汽车级,003,超白,10,3660,2440,0.2
00300350,河北南玻超白汽车级,003,超白,10,3660,2300,0.2
00300349,河北南玻超白汽车级,003,超白,10,3660,2250,0.2
00300348,河北南玻超白汽车级,003,超白,10,3660,2140,0.2
00300347,河北南玻超白汽车级,003,超白,10,3300,3050,0
00300346,河北南玻超白汽车级,003,超白,10,3300,2800,0.2
00300345,河北南玻超白汽车级,003,超白,10,3300,2740,0.2
00300344,河北南玻超白汽车级,003,超白,10,3300,2600,0
00300343,河北南玻超白汽车级,003,超白,10,3300,2440,0.2
00300342,河北南玻超白汽车级,003,超白,10,3300,2140,0
00300341,河北南玻超白汽车级,003,超白,10,3050,2740,0.2
00300340,河北南玻超白汽车级,003,超白,10,3050,2440,0.2
00300339,河北南玻超白汽车级,003,超白,8,4880,3300,0
00300338,河北南玻超白汽车级,003,超白,8,4800,3300,0
00300337,河北南玻超白汽车级,003,超白,8,4700,3300,0
00300336,河北南玻超白汽车级,003,超白,8,4580,3300,0
00300335,河北南玻超白汽车级,003,超白,8,4450,3300,0
00300334,河北南玻超白汽车级,003,超白,8,4280,3300,0
00300333,河北南玻超白汽车级,003,超白,8,4250,3300,0
00300332,河北南玻超白汽车级,003,超白,8,4250,3050,0
00300331,河北南玻超白汽车级,003,超白,8,3810,2740,0.2
00300330,河北南玻超白汽车级,003,超白,8,3660,3300,0
00300329,河北南玻超白汽车级,003,超白,8,3660,3050,0.2
00300328,河北南玻超白汽车级,003,超白,8,3660,3000,0
00300327,河北南玻超白汽车级,003,超白,8,3660,2871,0
00300326,河北南玻超白汽车级,003,超白,8,3660,2800,0.2
00300325,河北南玻超白汽车级,003,超白,8,3660,2740,0.2
00300324,河北南玻超白汽车级,003,超白,8,3660,2700,0
00300323,河北南玻超白汽车级,003,超白,8,3660,2657,0
00300322,河北南玻超白汽车级,003,超白,8,3660,2650,0
00300321,河北南玻超白汽车级,003,超白,8,3660,2600,0.2
00300320,河北南玻超白汽车级,003,超白,8,3660,2440,0.2
00300319,河北南玻超白汽车级,003,超白,8,3660,2250,0
00300318,河北南玻超白汽车级,003,超白,8,3660,2140,0.2
00300317,河北南玻超白汽车级,003,超白,8,3660,2000,0
00300316,河北南玻超白汽车级,003,超白,8,3660,1850,0
00300315,河北南玻超白汽车级,003,超白,8,3660,1830,0
00300314,河北南玻超白汽车级,003,超白,8,3660,2201,0
00300313,河北南玻超白汽车级,003,超白,8,3660,1650,0
00300312,河北南玻超白汽车级,003,超白,8,3600,2440,0.2
00300311,河北南玻超白汽车级,003,超白,8,3560,2800,0
00300310,河北南玻超白汽车级,003,超白,8,3560,2740,0
00300309,河北南玻超白汽车级,003,超白,8,3560,2440,0
00300308,河北南玻超白汽车级,003,超白,8,3500,2800,0.2
00300307,河北南玻超白汽车级,003,超白,8,3300,3050,0
00300306,河北南玻超白汽车级,003,超白,8,3300,3000,0
00300305,河北南玻超白汽车级,003,超白,8,3300,2850,0
00300304,河北南玻超白汽车级,003,超白,8,3300,2800,0.2
00300303,河北南玻超白汽车级,003,超白,8,3300,2740,0
00300302,河北南玻超白汽车级,003,超白,8,3300,2700,0
00300301,河北南玻超白汽车级,003,超白,8,3300,2650,0
00300300,河北南玻超白汽车级,003,超白,8,3300,2600,0.2
00300299,河北南玻超白汽车级,003,超白,8,3300,2506,0
00300298,河北南玻超白汽车级,003,超白,8,3300,2440,0.2
00300297,河北南玻超白汽车级,003,超白,8,3300,2350,0.2
00300296,河北南玻超白汽车级,003,超白,8,3300,2300,0
00300295,河北南玻超白汽车级,003,超白,8,3300,2140,0.2
00300294,河北南玻超白汽车级,003,超白,8,3300,1800,0
00300293,河北南玻超白汽车级,003,超白,8,3300,4000,0
00300292,河北南玻超白汽车级,003,超白,8,3300,1450,0
00300291,河北南玻超白汽车级,003,超白,8,3250,3050,0
00300290,河北南玻超白汽车级,003,超白,8,3200,2440,0
00300289,河北南玻超白汽车级,003,超白,8,3050,2900,0
00300288,河北南玻超白汽车级,003,超白,8,3050,2860,0
00300287,河北南玻超白汽车级,003,超白,8,3050,2850,0
00300286,河北南玻超白汽车级,003,超白,8,3050,2800,0
00300285,河北南玻超白汽车级,003,超白,8,3050,2740,0.2
00300284,河北南玻超白汽车级,003,超白,8,3050,2600,0
00300283,河北南玻超白汽车级,003,超白,8,3050,2500,0
00300282,河北南玻超白汽车级,003,超白,8,3050,2440,0.2
00300281,河北南玻超白汽车级,003,超白,8,3050,2378,0
00300280,河北南玻超白汽车级,003,超白,7.3,3660,2440,0.2
00300279,河北南玻超白汽车级,003,超白,7.3,3660,2140,0
00300278,河北南玻超白汽车级,003,超白,7.2,3660,2440,0
